Date,Time,Case,Primary Convective Type,Region,500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg],500m Wind Speed [kts],500m Wind Direction [deg],Upper Level Cap Wind Speed [kts],Upper Level Cap Wind Direction [deg],DAWN PBL Speed Shear [kts],DAWN PBL Directional Shear [deg],DAWN Mid Layer Speed Shear [kts],DAWN Mid Layer Directional Shear [deg],DAWN Upper Layer Speed Shear [kts],DAWN Upper Layer Directional Shear [deg],500m Bottom Cap Profile Height [m],Upper Level Cap Height [m],Environment Falling In,Environment Falling In Ambiguous,Convective Lifecycle
20210826,215844,17,Organized,Caribbean,1.07,31.75,18.31,116.08,18.45,112.78,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215905,17,Organized,Caribbean,2.11,205.14,18.72,103.47,18.41,109.93,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220132,17,Organized,Caribbean,3.13,297.53,24.4,119.57,21.27,119.87,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220153,17,Organized,Caribbean,4.59,29.64,24.22,126.05,24.14,115.16,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220214,17,Organized,Caribbean,14.5,229.4,25.41,111.12,22.51,145.69,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220235,17,Organized,Caribbean,2.46,280.5,23.07,113.63,20.68,115.18,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220255,17,Organized,Caribbean,7.1,240.35,23.09,116.29,20,133.38,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220316,17,Organized,Caribbean,5.17,310.68,25.21,113.52,20.33,109.22,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220337,17,Organized,Caribbean,2.89,246.48,19.89,103.65,17.67,109.32,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220358,17,Organized,Caribbean,19.67,323.05,27.58,110.11,15.4,66.1,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220419,17,Organized,Caribbean,17.18,305.19,26.75,113,10.59,92.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220645,17,Organized,Caribbean,9.54,357.73,23.58,108.94,22,85.11,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220706,17,Organized,Caribbean,9.07,328.84,25.74,107.12,19.9,89.47,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220727,17,Organized,Caribbean,6.32,341.94,25.64,103.64,22.96,90.09,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220748,17,Organized,Caribbean,11.02,9.5,23.79,107.64,24.76,81.51,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220809,17,Organized,Caribbean,1.01,287.45,25.44,107.93,24.43,107.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220830,17,Organized,Caribbean,1.77,61.11,24.69,104.01,26.01,101.36,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220851,17,Organized,Caribbean,11.53,13.42,25.13,113.18,25.81,87.07,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220912,17,Organized,Caribbean,1.49,288.94,23.99,101.82,22.51,101.35,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220933,17,Organized,Caribbean,5.39,281.17,26.79,106.14,21.42,107.39,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,220954,17,Organized,Caribbean,8.89,307.9,25,109.52,16.79,99.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221015,17,Organized,Caribbean,6.13,348.03,26.65,106.45,24.34,93.65,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221036,17,Organized,Caribbean,12.03,336.38,24.63,106.01,19.32,77.37,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221057,17,Organized,Caribbean,7.27,329.96,24.4,113.24,19.07,100.06,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221118,17,Organized,Caribbean,5.18,316.61,27.14,109.94,22.63,104.04,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221139,17,Organized,Caribbean,7.98,316.05,27.25,104.24,20.9,92.62,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221200,17,Organized,Caribbean,5.55,301.04,25.48,103.58,20.25,98.86,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221221,17,Organized,Caribbean,5,282.8,24.4,100.05,19.4,99.34,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221242,17,Organized,Caribbean,11.99,304.7,26.38,96.63,16.78,76.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221303,17,Organized,Caribbean,11.9,287.92,25.6,100.61,13.88,94.35,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221324,17,Organized,Caribbean,6.9,310,23.6,95.08,18.37,82.66,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221345,17,Organized,Caribbean,3.7,273.24,24.75,90.62,21.05,90.16,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221406,17,Organized,Caribbean,7.64,281.3,21.75,93.2,14.23,88.86,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221427,17,Organized,Caribbean,11.39,279.38,24.32,98.6,12.93,97.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221448,17,Organized,Caribbean,8.53,315.12,21.85,91.1,16.79,70.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221509,17,Organized,Caribbean,8.75,272.85,23.15,93.28,14.4,93.54,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221632,17,Organized,Caribbean,10.18,326.02,20.12,96.62,15.55,66.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221653,17,Organized,Caribbean,8.22,293.88,21.62,88.32,14.64,74.3,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221714,17,Organized,Caribbean,10.41,297.9,23.15,90.78,14.68,71.92,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221756,17,Organized,Caribbean,11.54,320.8,23.83,101.91,16.52,75.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221817,17,Organized,Caribbean,7.63,286.44,24.1,97.13,16.62,92.87,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221859,17,Organized,Caribbean,9.95,295.14,23.03,91.5,14.48,75.51,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221920,17,Organized,Caribbean,12.09,308.97,24.65,93.99,16.29,68.8,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,221941,17,Organized,Caribbean,15.1,299.97,27,89.35,15.98,60.57,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222044,17,Organized,Caribbean,21.15,239.27,30.21,76.9,11.92,109.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222104,17,Organized,Caribbean,19.73,300.46,24.43,83.94,14.54,30.08,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222126,17,Organized,Caribbean,17.16,296.55,25.76,95.81,11.45,63.75,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222147,17,Organized,Caribbean,12.67,300.99,23.17,95.59,12.93,70.74,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222208,17,Organized,Caribbean,18.19,303.35,24.57,93.77,12.54,48.02,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222229,17,Organized,Caribbean,21.69,268.16,25.58,93.01,4.37,117.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222250,17,Organized,Caribbean,15.49,307.32,24.49,94,14.35,57.63,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222311,17,Organized,Caribbean,17.42,317.75,23.58,99.83,14.54,52.4,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222353,17,Organized,Caribbean,10.18,280.69,22.57,80.8,13.45,65.88,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222414,17,Organized,Caribbean,22.76,326.99,22.82,90.21,21.67,28.73,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222434,17,Organized,Caribbean,17.59,309.74,25.06,96.4,14.17,53.4,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,222455,17,Organized,Caribbean,15.64,307.63,24.05,98.06,12.98,61.6,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,215048,18,Organized,Western Atlantic,15.94,181.21,23.31,46.12,16.46,89.23,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,215127,18,Organized,Western Atlantic,19.58,153.33,21.38,40.81,22.8,93.31,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,215147,18,Organized,Western Atlantic,12.32,195.61,20.29,45.52,11.41,78.1,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,215938,18,Organized,Western Atlantic,15.81,207.06,21.97,31.73,6.34,43.46,--,--,--,--,--,--,495,7557,Clear Near,--,--
20210828,215958,18,Organized,Western Atlantic,14.1,194.69,18.95,22.4,5.33,43.2,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210828,220018,18,Organized,Western Atlantic,16.86,235.57,22.82,40.76,7.81,7.27,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220115,18,Organized,Western Atlantic,4.38,191.55,19.26,29.11,15.14,34.12,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210828,220134,18,Organized,Western Atlantic,12.86,171.21,21.95,36.3,15.76,71.59,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220153,18,Organized,Western Atlantic,13.9,218.48,19.21,37.94,5.31,36.52,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220213,18,Organized,Western Atlantic,17.27,233.56,19.54,38.21,5.4,340.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220232,18,Organized,Western Atlantic,13.52,237.53,19.59,50.24,6.41,34.73,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220251,18,Organized,Western Atlantic,15.11,262.78,25.48,68.18,11.51,48.84,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220310,18,Organized,Western Atlantic,12.87,173.22,17.36,34.14,11.37,81.99,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220329,18,Organized,Western Atlantic,13.45,220.79,20.88,36.36,7.54,28.45,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,220408,18,Organized,Western Atlantic,9.47,197,17.55,26.48,8.36,37.23,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210828,220758,18,Organized,Western Atlantic,14.14,222.66,18.39,20.47,7.52,335.24,--,--,--,--,--,--,495,7557,Clear Near,--,--
20210828,220817,18,Organized,Western Atlantic,12.97,187.52,21.56,18.04,9.12,33.1,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210828,222701,18,Organized,Western Atlantic,36.59,13.82,12.17,203.98,24.71,8.84,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,222800,18,Organized,Western Atlantic,53.66,59.32,45.68,250.82,12.73,13.65,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224632,18,Organized,Western Atlantic,18.55,308.97,25.6,170.99,17.14,217.4,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224732,18,Organized,Western Atlantic,24.64,333.8,28.26,170.02,8.28,226.25,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224752,18,Organized,Western Atlantic,11.44,322.64,15.2,172.35,7.74,219.48,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224812,18,Organized,Western Atlantic,16,339.79,23.85,170.32,8.63,190.13,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224832,18,Organized,Western Atlantic,17.99,329.12,22.65,163.24,6.8,203.42,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224851,18,Organized,Western Atlantic,15.5,329.52,19.73,165.45,6.43,206.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,224911,18,Organized,Western Atlantic,12.32,354.37,19.09,171.9,6.8,167.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,225006,18,Organized,Western Atlantic,10.57,340.39,21.23,165.03,10.73,169.6,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,225024,18,Organized,Western Atlantic,18.05,342.93,22.06,168.72,4.49,192.65,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,225042,18,Organized,Western Atlantic,15.93,337.86,24.84,161.89,9.02,169.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,225101,18,Organized,Western Atlantic,18.82,343.73,23.19,157.64,4.9,133.56,--,--,--,--,--,--,495,7689,Clear Near,--,--
20210828,225234,18,Organized,Western Atlantic,36.25,359.92,28.34,166.68,10.83,36.75,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210828,225253,18,Organized,Western Atlantic,14.06,301.74,23.44,156.18,14.27,190.06,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,150034,19,Organized,Western Atlantic,15.53,29.29,15.96,209.73,0.45,225.08,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210901,150101,19,Organized,Western Atlantic,16.96,48.61,18.21,199.1,9.04,131.55,--,--,--,--,--,--,495,7557,Clear Near,--,--
20210901,150128,19,Organized,Western Atlantic,34.87,36.61,16.66,194.18,20.49,54.69,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,150251,19,Organized,Western Atlantic,24.1,17.21,18.95,192.13,5.48,35.04,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,153312,19,Organized,Western Atlantic,10.41,41.01,19.77,149.91,19.13,118.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,160745,19,Organized,Western Atlantic,7.81,81,11.37,130.35,17.49,110.55,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,162958,19,Organized,Western Atlantic,18.28,218.98,22.49,171.21,37.32,192.48,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,164120,19,Organized,Western Atlantic,22.81,76.86,10.69,171.85,24.34,102.81,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,164420,19,Organized,Western Atlantic,23.1,71.94,15.65,184.02,22.51,112.04,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,170428,19,Organized,Western Atlantic,27.57,90.27,8.14,298.99,20.8,79.42,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,170451,19,Organized,Western Atlantic,19.76,72.76,7.06,164.34,20.8,92.58,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,172329,19,Organized,Western Atlantic,43.59,100,13.67,278.06,29.94,100.88,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175402,19,Organized,Western Atlantic,33.09,5.57,15.73,154.43,21.25,28.08,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175423,19,Organized,Western Atlantic,19.87,18.66,1.13,55.41,20.78,20.52,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175444,19,Organized,Western Atlantic,31.86,18.05,7.13,213.61,25.06,13.67,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175559,19,Organized,Western Atlantic,16.42,23.41,2.84,184.45,13.76,27.25,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175614,19,Organized,Western Atlantic,30.99,36.2,6.22,219.73,24.78,35.31,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175628,19,Organized,Western Atlantic,23.74,21.53,7.04,185.96,17.07,27.89,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175642,19,Organized,Western Atlantic,19.31,12.48,4.33,221.23,15.65,4.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175656,19,Organized,Western Atlantic,16.77,16.26,3.46,132.85,15.53,27.75,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175711,19,Organized,Western Atlantic,22.16,20.85,4.55,196.17,17.63,22.05,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175725,19,Organized,Western Atlantic,19.15,11.63,4.2,159.3,15.76,19.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175739,19,Organized,Western Atlantic,17.67,29.16,4.57,195.61,13.28,33.78,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175753,19,Organized,Western Atlantic,16.06,22.32,0.54,260.6,15.78,20.64,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175806,19,Organized,Western Atlantic,23.54,36.3,4.59,196.62,19.28,40.9,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175820,19,Organized,Western Atlantic,21.09,3.05,5.54,177.46,15.59,5.04,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175834,19,Organized,Western Atlantic,23.5,31.54,2.8,182.86,21.09,35.19,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175901,19,Organized,Western Atlantic,13.93,28.43,0.54,260.5,13.61,26.62,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175915,19,Organized,Western Atlantic,18.05,23.8,4.33,221.26,13.98,18.46,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175929,19,Organized,Western Atlantic,21.6,41.24,2.8,182.59,19.5,46.38,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175942,19,Organized,Western Atlantic,11.94,27.24,2.39,225.72,9.7,22.76,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210901,175956,19,Organized,Western Atlantic,17.78,42.42,2.39,225.48,15.4,41.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210904,184228,20,Organized,Western Atlantic,3.34,65.09,20.9,273.34,18.02,278.38,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210904,184249,20,Organized,Western Atlantic,19.3,117.83,21.71,278.9,7.15,217.84,--,--,--,--,--,--,495,7656,Clear Near,--,--
20210904,184436,20,Organized,Western Atlantic,18.21,113.73,28.75,288.64,10.73,279.97,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210904,184912,20,Organized,Western Atlantic,3.82,83.81,30.4,282.36,26.81,284.96,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210904,190925,20,Organized,Western Atlantic,45.61,145.4,59.05,269.77,50.27,221.27,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210904,191050,20,Organized,Western Atlantic,8.18,73.78,56.9,230.47,49.49,226.72,--,--,--,--,--,--,495,7623,Clear Near,--,--
